id,date,country,rating,rating_count,plot
921,2015,Palestine,3.25,3,"The film tells the story of the Palestinian singer (Muhammad Assaf), who won the title of (Arab Idol) program in 2013, and became a hero in his country. As much as the film focuses on the beginnings of the star, the difficulty of life in (Gaza), and the illness of his sister, it also focuses on the challenges that He confronted (Assaf) so that he could reach (Egypt), to participate in the auditions for the Arab Idol program."
922,1961,Egypt,3.25,3,"The story revolves around the spouses, Kamal, the famous football player, and his wife, Salwa, who lead a happy married life until Kamal travels to a country to play an important match."
923,1983,Lebanon,3.15,4,"The events revolve around a group of young athletes in the field of bodybuilding, seeking to achieve championships, but there is a girl who intervenes between them in order to sow differences and distinguish between them, so that they do not achieve championships, to succeed in the beginning, and one of them moves away from his friends, so that a surprise occurs that changes the course of events."
924,1976,Egypt,3.15,4,"Kamel expels his son Mamdouh after asking him for an amount of money in order to open a nightclub, and he starts a poultry farm project proposed to him by Hoda, the secretary of his company, who raises her sister Aida, who is looking for wealth, but is not convinced of her fiancé Ahmed. One night, he brings her to the dancer, Nousa, who convinces her to be a master of baladi dance."
925,1963,Egypt,3.15,4,"After Ismail, Ahmed's father, is killed, and his mother marries the owner of the company in which his dead father was working, Ahmed goes away to meet Rouhiya and marry her, and they live in peace, until the prisoner's father escapes, and a series of surprises occur."
926,1956,Egypt,3.15,4,"A girl inherits from her mother the estate that she owned, and continues to live with her father and his wife, but she is fed up with her stepmother's bad treatment of her, so she decides to flee to Lebanon with a swindler who was trying to sexually assault her, but she runs out of it because of his sudden death, and when she returns to Egypt to manage what she inherited from His mother falls in love with a young man who lives next door to her and they get married, but the coincidence is that the husband is the relative of the man who tried to assault her in Lebanon."
927,2016,Egypt,3.05,6,"In 2009, inside the ancient city of Cairo, the life of (Khaled) is a young director who tries to make a movie about that city and its dreams. While he suffers from the possibility of being kicked out of his apartment, the girl he loves wants to emigrate outside Egypt, and amid all this he remembers his childhood days when Cairo was a brighter place."
928,1977,Egypt,3.05,6,"The orphan little girl (Sugar) lives with the gang headed by (Atris), and (Smart) that trains children to beg and pickpocket. Atris tells Smart that Sukkar is the daughter of a wealthy person, and that her uncle (Zaki) incited (Atris) to kidnap her and kill the child until his brother inherits, but he refused and handed her over to (Smart) who taught her to dance and sing at popular celebrations."
929,1977,Egypt,3.05,6,"Noura is a liberated girl, gets to know Dr. Munir and the love ties them together, but he marvels at her thoughts, as she allows herself to have intercourse with someone she loves without marriage, and all her sister Laila's attempts to correct her and dissuade her from what she does, Noura asks Munir to hasten his marriage to her but he refuses, he is afraid One of her ideas and he marries another, so Noura gets to know the well-known writer Ezzat later, so that her life will change."
930,1972,Egypt,3.05,6,"A poor young man works for the first time in a casino, and is dazzled by the wealthy, and upon the end of work he returns to his modest residence, and finds his sister, girlfriend and sister-in-law who works as a chariot driver with a donkey waiting for him to tell them about the first working day, so he decides to take them to this place after it closes, and they surprise the police They are arrested on charges of breaking into the casino outside their opening hours."
931,1963,Egypt,3.05,6,"A group of Egyptian soldiers returned from the Yemen war, and Monem (Hassan Youssef) was engaged to him, and he promised them a beautiful wedding night. Sheikh Hassan (Amin Al-Hunaidi) was one of the frequenters of Al-Muallem's coffee, Abdo, the father of Nadia (Maha Sabri), Mounem's fiancée."
932,1952,Egypt,3.05,6,"Salwa is a young girl who lives with her father, millionaire Abd al-Rahman Shukri, his wife Souad and her daughter, but she is treated badly by her stepmother Souad in the absence of her father and she prefers her daughter to her, and while her father is present she pretends that she loves Salwa a lot and treats her well. From her father's house."
933,1981,Egypt,2.9,25,"Abd al-Ghaffar (Amin al-Hunaidi) decides to be a football team from the workers of the factory he owns, but the illness is severe, and he recommends his son Mansour (Yunus Shalaby), to take over the management of the factory and the team as his successor and face financial problems, so Mansour turns to his business manager and his friend (Samir Ghanem), To set a plan for the advancement of the team, will they succeed?"
934,1990,Egypt,2.95,12,"Spouses Farag and Fikria live their lives in a monument, she hunts men and invites them to dinner, and the victim buys all the food she needs, and when he arrives at the apartment, he is surprised by Faraj, who claims to be her brother, and he runs away. As for Faraj, he throws himself in front of cars, claiming the injury, to extort the money of the car owner instead of the police intervening, until they receive a lesson they will not forget."
